Classification,Year,Period,Period_desc.,Aggregate Level,Trade_flow,Reporter_code,Reporter,Reporter_ISO,Partner_code,Commodity_code,Commodity,Qty_unit_code,Qty_unit,Qty,Alt_qty_unit,Netweight_kg,Trade_value_usd
H4,2018,2018,2018,6,Import,804,Ukraine,UKR,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,25313564,25313564,10214276
H4,2018,2018,2018,6,Export,804,Ukraine,UKR,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,1147263,1147263,595248
H4,2018,2018,2018,6,Import,818,Egypt,EGY,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,9134670,9134670,5586526
H4,2018,2018,2018,6,Export,818,Egypt,EGY,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,3769,3769,1598
H4,2018,2018,2018,6,Import,882,Samoa,WSM,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,8169,8169,8622
H4,2018,2018,2018,6,Export,882,Samoa,WSM,0,391590,"Plastics n.e.c. in heading no. 3915; waste, parings and scrap",8,Weight in kilograms,,455,455,135
H3,2018,2018,2018,4,Import,328,Guyana,GUY,0,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,367,367,3265
H3,2018,2018,2018,4,Import,670,Saint Vincent and the Grenadines,VCT,0,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,650,650,405
H3,2018,2018,2018,4,Export,670,Saint Vincent and the Grenadines,VCT,0,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,206500,206500,44444
H3,2018,2018,2018,4,Re-Export,670,Saint Vincent and the Grenadines,VCT,0,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,184000,184000,38888
H3,2018,2018,2018,6,Import,670,Saint Vincent and the Grenadines,VCT,0,391510,"Waste, parings & scrap, of polymers of ethylene",8,Weight in kilograms,,3,3,33
H3,2018,2018,2018,6,Import,670,Saint Vincent and the Grenadines,VCT,0,391530,"Waste, parings & scrap, of polymers of vinyl chloride",8,Weight in kilograms,,644,,322
H3,2018,2018,2018,6,Import,328,Guyana,GUY,0,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,367,367,3265
H3,2018,2018,2018,6,Import,670,Saint Vincent and the Grenadines,VCT,0,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,2,2,50
H3,2018,2018,2018,6,Export,670,Saint Vincent and the Grenadines,VCT,0,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,206500,206500,44444
H3,2018,2018,2018,6,Re-Export,670,Saint Vincent and the Grenadines,VCT,0,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,184000,184000,38888
H2,2018,2018,2018,4,Import,52,Barbados,BRB,0,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,2066,2066,11339
H2,2018,2018,2018,4,Export,52,Barbados,BRB,0,3915,"Waste, parings and scrap, of plastics.",8,Weight in kilograms,,772446,772446,134558
H2,2018,2018,2018,6,Import,52,Barbados,BRB,0,391530,"Waste, parings & scrap, of polymers of vinyl chloride",8,Weight in kilograms,,5,5,103
H2,2018,2018,2018,6,Import,52,Barbados,BRB,0,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,2061,2061,11236
H2,2018,2018,2018,6,Export,52,Barbados,BRB,0,391590,"Waste, parings & scrap, of plastics n.e.s. in 39.15",8,Weight in kilograms,,772446,772446,134558
